Ticker,Last Price,Last Price (1 Week),Last Price (1 Year),Last Price,Mkt Cap,Revenue,PM,Ind Group,Ind Sector,BEst EPS,52W High,52W Low,Dividend Per Share Ind Annual - Net,Dvd P/O,Ticker,ROE,BEst NAV,Beta,SA ESG Risk Score,SA ESG Risk Percentile Universe,StandrdAndPoor Glbl ESG Rnk,ESG Disc Score,Env Disc Sc,Gov Disc Sc,Soc Disc Sc,MSCI ESG Rating,ESG Scr,Number of Employees,Volatil 30D,Volatil 60D,Volatility 180 Day,Volatil 360D,Tot Assets,Net Debt,Total Liab,Debt/MC
DOLLAR TREE INC,115.87,115.87,115.87,115.87,25472241074,28331.7,5.701740453,Retail,"Consumer, Cyclical",1.007,161.1,102.81,#N/A Field Not Applicable,0,DLTR,13.98364654,9025.222,1.036003232,20.0841125,28.64,60,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,3.11,65025,29.6333132,28.18297899,33.36483575,33.31699502,23022.1,9483.7,14270.6,0.40633645
DOVER CORP,138.61,138.61,138.61,138.61,19398566268,8508.088,12.52192032,Machinery-Diversified,Industrial,2.436,160.65,127.5,2.04,26.99056483,DOV,23.21290999,4987,0.986232638,25.88096875,53.14,64,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,4.95,25000,25.3090117,21.40187255,22.55877677,25.5859362,10896.519,3514.55,6610.153,0.162470925
DOW INC,51.46,51.46,51.46,51.46,36072848019,56902,8.052441039,Chemicals,Basic Materials,0.399,60.875,47.26,2.8,44.05936272,DOW,6.920709054,19328.857,0.890901208,22.01786675,36.51,98,84.02575194,78.76774388,100,73.24667473,AA,5.55,37800,22.75285252,21.60124468,22.82371682,26.71531584,60603,12820,39356,0.451031756
DOMINO'S PIZZA,370.32,370.32,370.32,370.32,12893406556,4537.158,9.967979956,Retail,"Consumer, Cyclical",4.375,409.48,285.9,4.84,35.62456043,DPZ,#N/A N/A,-4110.583,0.91032356,29.1934,66.36,64,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BBB,3.53,6500,21.78132712,26.32014671,27.76873814,32.05852177,1602.221,5178.603,5791.286,0.404039613
DARDEN RESTAURAN,156.82,156.82,156.82,156.82,18882188547,10487.8,9.36230668,Retail,"Consumer, Cyclical",1.736,173.06,133.41,5.24,61.22887646,DRI,46.6940481,2139.167,0.861434042,27.585075,59.89,87,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BBB,2.92,187384,17.3520211,20.69705786,18.6736809,23.11703868,10241.5,5553.3,8040,0.288631796
DTE ENERGY CO,104.67,104.67,104.67,104.67,21544591958,19228,5.632411067,Electric,Utilities,2.05,122.33,90.15,3.81,65,DTE,12.53656077,11061.667,0.700350165,29.79840466,68.52,48,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,4.51,10250,19.53861651,22.29879816,19.54682023,21.79277866,42683,19197,32282,0.950725827
DUKE ENERGY CORP,90.26,90.26,90.26,90.26,69513360000,28768,8.864015573,Electric,Utilities,1.544,106.42,83.08,4.1,81.57685161,DUK,2.542257432,48802,0.664178073,28.34071263,63.09,90,69.29886329,71.0359408,87.47742324,49.30471584,AA,6.07,27859,16.66789486,19.62067257,18.81213812,21.04158337,178086,76424,126233,1.14277313
DAVITA INC,99,99,99,99,9035048000,11609.894,4.826917455,Healthcare-Services,"Consumer, Non-cyclical",1.698,116.7,69.56,#N/A Field Not Applicable,0,DVA,70.3253645,1058,0.624241948,22.81625479,39.67,98,53.50568353,48.35397161,91.24021674,20.76783555,AA,3.64,70000,39.16722707,55.4334416,40.71789485,45.75316918,16928.252,11500.711,14703.452,1.231793567
DEVON ENERGY CO,44.93,44.93,44.93,44.93,28786651000,19169,31.37878867,Oil&Gas,Energy,1.619,70.42,42.59,3.08,56.7136623,DVN,33.69758351,12282.667,0.965594828,33.75637544,80.88,85,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,4.82,1800,27.57885589,33.33183274,34.49503045,44.30149617,23721,5264,12425,0.225173814
DEXCOM,110.92,110.92,110.92,110.92,42817959477,2909.8,11.72589181,Pharmaceuticals,"Consumer, Non-cyclical",0.418,139.51,74.75,#N/A Field Not Applicable,0,DXCM,18.42439644,2461.2,1.207167506,23.17437,41.37,90,49.60265567,40.62216853,84.97892836,23.06529625,A,4.11,7500,50.15032967,53.09851631,40.64978131,45.34533767,5391.7,-307,3259.9,0.063499056
ELECTRONIC ARTS,136.31,136.31,136.31,136.31,36649368068,7426,10.79989227,Software,Technology,2.916,140.3,108.62,0.76,26.18453865,EA,12.91875366,7710.833,0.730055213,13.392045,7.57,74,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,3.39,13400,18.29596813,17.22707758,19.89549041,22.48471553,13459,-544,6166,0.060792317
EBAY INC,41.705,41.705,41.705,41.705,21626730000,9795,-12.95558959,Internet,Communications,1.013,52.225,37.2,1,#N/A N/A,EBAY,50.50223214,6046.143,1.236150622,17.60313125,19.18,99,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,6.95,11600,32.89752158,26.46706507,28.1668645,32.38187454,20850,3554,15697,0.378790506
ECOLAB INC,186.3,186.3,186.3,186.3,53135805457,14187.8,7.694639056,Chemicals,Basic Materials,1.538,191.23,140.285,2.12,53.81624989,ECL,16.57648199,7968.5,1.169166923,19.75489375,27.46,99,77.38658083,82.05980066,93.73871162,56.28778718,AAA,6.23,47000,23.37430569,21.57161277,18.28296227,27.543489,21464.3,8427.9,14205.7,0.172205915
CONS EDISON INC,90.26,90.26,90.26,90.26,31105208895,15670,10.59349075,Electric,Utilities,0.91,100.91,80.5,3.24,67.46987952,ED,11.35657247,20517.333,0.632024646,23.81333844,44.01,63,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,5.02,14319,15.33814082,19.81389018,18.51534262,20.58301577,69065,23135,48176,0.764277137
EQUIFAX INC,209.97,209.97,209.97,209.97,25876755128,5122.2,13.59181602,Commercial Services,"Consumer, Non-cyclical",1.733,240.29,160.03,1.56,27.42660155,EFX,12.94288588,4541.5,1.263346076,23.15856719,41.29,47,41.22321698,5.496828753,87.47742324,30.53204353,BBB,2.84,14000,39.89097039,32.89699781,28.39415698,33.91710382,11547.9,5607.2,7574.6,0.231922433
EVEREST GROUP LT,406.6,406.6,406.6,406.6,17642546398,12060,4.950248756,Insurance,Financial,14.213,415.84,318.23,7,43.29371817,EG,23.40662252,13925.5,0.676951885,18.32551875,21.84,65,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BBB,3.28,2428,27.07633875,23.34786221,26.34437353,28.43219385,39966,1833,31525,0.174861379
EDISON INTL,65.57,65.57,65.57,65.57,25135201604,17220,4.785133566,Electric,Utilities,1.193,74.91,58.83,2.95,176.9607843,EIX,9.104659313,14349,0.849291503,29.14190831,66.12,58,64.30942561,45.9679855,93.73871162,53.11366385,A,6.82,12831,27.42075244,25.26932071,21.63543998,25.49369771,78041,32182,60519,1.383239353
ESTEE LAUDER,122.37,122.37,122.37,122.37,43746745994,15910,6.323067253,Cosmetics/Personal Care,"Consumer, Non-cyclical",0.556,283.49,102.23,2.64,92.1471173,EL,10.09301041,5808.2,1.01028502,23.16700938,41.33,89,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,5.23,62000,81.01392605,58.92700923,46.71493879,42.7150402,23415,6149,16998,0.231605798
ELEVANCE HEALTH,480.13,480.13,480.13,480.13,1.12783E+11,156595,3.84750471,Healthcare-Services,"Consumer, Non-cyclical",5.56,539.28,412.09,5.92,20.39834025,ELV,16.3410111,38886.5,0.69274509,10.585475,3.25,98,52.60034202,44.1256418,93.73871162,19.77025393,AA,6.48,102300,16.84330963,18.86411529,25.50623063,26.1873562,102772,-9246,66378,0.227969291
EASTMAN CHEMICAL,81.23,81.23,81.23,81.23,9627397856,10580,7.495274102,Chemicals,Basic Materials,1.293,92.14,68.89,3.16,47.54098361,EMN,10.89791356,5484.167,1.155259252,24.9419475,49.14,87,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,4.08,14500,26.60320192,27.25552891,27.87667877,32.61601767,14667,4855,9431,0.541787104
EMERSON ELEC CO,88.81,88.81,88.81,88.81,50607777000,15165,87.16782064,Electrical Compo&Equip,Industrial,1.034,100.61,76.96,2.1,56.0890261,EMR,85.13831192,26471.667,0.938360333,28.36108313,63.14,82,55.42701941,48.0217457,93.73871162,24.36517533,A,5.3,85500,29.95863295,24.13659386,21.77686599,25.26328565,42746,106,16148,0.161180761
ENPHASE ENERGY,100.25,100.25,100.25,100.25,13722031696,2330.853,17.04792194,Energy-Alternate Sources,Energy,0.529,339.88,73.5,#N/A Field Not Applicable,0,ENPH,70.38247707,1027.8,1.368105054,21.6355625,34.95,49,45.2972538,24.82633645,84.97892836,25.93712213,AA,3.33,2821,93.05320906,70.09557966,66.33402658,63.10433521,3084.28,-298.038,2258.707,0.095956927
EOG RESOURCES,122.64,122.64,122.64,122.64,71511635693,26109,29.71772186,Oil&Gas,Energy,3.478,141.8836,99.11,3.64,66.68546204,EOG,30.55011917,28606.875,0.927533805,34.09255328,81.65,63,65.10411427,42.16248867,100,53.02297461,A,4.7,2850,26.57239365,29.60954643,30.04785659,37.13225857,41371,-14,16592,0.062647148
EPAM SYSTEMS INC,255.01,255.01,255.01,255.01,14687656166,4824.698,8.693103693,Computers,Technology,2.499,385.57,199.35,#N/A N/A,0,EPAM,15.67108966,3426.2,1.677678585,28.0740425,61.97,80,44.16054723,30.2627605,84.97892836,17.07980653,BBB,3.1,59300,40.71699774,35.79333119,46.73060911,48.58877671,4009.151,-1548.457,1006.141,0.011855261
EQUINIX INC,793.77,793.77,793.77,793.77,74521845468,7263.105,9.697574247,REITS,Financial,2.112,821.21,641.01,17.04,161.2073061,EQIX,7.554907038,12310,1.017390013,13.88166875,8.56,91,58.41464641,49.50166113,88.86213125,36.75937122,AA,4.85,12097,29.61519459,26.21783158,25.71000288,29.59088157,30310.742,14563.133,18804.91,0.233237487
EQUITY RESIDENTI,56.6,56.6,56.6,56.6,21469585801,2735.18,28.40438289,REITS,Financial,0.427,69.45,52.58,2.65,121.5426436,EQR,6.169889368,10931,0.850489438,11.90824063,4.91,91,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BB,4.94,2400,29.15083664,23.59567658,21.41441314,24.63263172,20218.262,7680.601,8517.31,0.362933783
EQT CORP,40.3,40.3,40.3,40.3,16564339640,6185.336,28.63167013,Oil&Gas,Energy,0.504,45.23,28.105,0.63,11.49819449,EQT,24.72814987,14371.143,0.970876753,35.69362432,85.35,72,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,6.98,744,33.51928607,33.63624789,35.69046836,47.10131933,22669.926,4268.321,11456.598,0.282087068
EVERSOURCE ENERG,59.43,59.43,59.43,59.43,20725224837,12289.336,11.43165912,Electric,Utilities,0.972,87.68,52.09,2.7,62.94494401,ES,7.533652226,16314.2,0.743303955,18.62372933,22.99,73,66.18046474,69.67683479,93.73871162,35.00604595,AA,4.51,9626,29.7321401,32.59904693,24.98002337,25.31165461,53230.9,22226.62,37602.172,1.239500618
ESSEX PROPERTY,212.79,212.79,212.79,212.79,13657565258,1606.814,25.41146642,REITS,Financial,1.524,248.57,195.29,9.24,138.5065817,ESS,9.356361728,5647.875,0.834488988,13.29715,7.39,76,53.65657379,37.63213531,84.97892836,38.24062878,BB,5.8,1772,28.65332081,24.31687756,24.57160691,26.21322156,12372.905,6016.744,6450.639,0.460812369
EATON CORP PLC,229.49,229.49,229.49,229.49,91599420000,20752,11.86391673,Electrical Compo&Equip,Industrial,2.449,240.39,151,3.44,52.8432169,ETN,17.38070359,18798.333,0.92553544,18.76762675,23.57,86,66.27099889,55.69314407,100,42.98669891,A,8.03,92000,32.13037253,29.7972334,29.04503285,27.46961819,35015,8686,17940,0.105186256
ENTERGY CORP,100.93,100.93,100.93,100.93,21316837826,13764.237,7.970932206,Electric,Utilities,0.576,120.75,87.11,4.52,76.29649572,ETR,11.44267377,#N/A N/A,0.758150339,26.665095,56.08,93,65.19464843,63.48535186,93.73871162,38.24062878,A,5.66,11707,22.38070779,22.06941298,21.02738883,23.67430776,58595.191,26727.458,45310.889,1.291678683
ETSY INC,71.15,71.15,71.15,71.15,8518748510,2566.111,-27.05603927,Internet,Communications,1.139,149.84,58.25,#N/A Field Not Applicable,#N/A N/A,ETSY,#N/A N/A,-442.85,1.577173352,21.642025,34.98,97,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,4.24,2790,50.91045592,43.84966679,45.30501292,55.17178418,2634.961,1260.697,3182.235,0.28045035
EVERGY INC,50.52,50.52,50.52,50.52,11582469110,5859.1,12.84668294,Electric,Utilities,0.337,65.39,46.94,2.57,71.16606882,EVRG,7.033784482,9788,#N/A N/A,35.41994825,84.8,81,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,5.51,4512,21.7667441,23.95131761,21.17048864,21.08416348,29489.9,12087,19996.6,1.101699463
EDWARDS LIFE,67.025,67.025,67.025,67.025,40629435000,5382.4,28.27549049,Healthcare-Products,"Consumer, Non-cyclical",0.637,94.87,60.57,#N/A Field Not Applicable,0,EW,22.2270549,7030.727,1.140039802,23.8768005,44.29,99,69.44975355,65.59951676,100,42.62394196,AAA,4.68,17300,34.50184975,28.45515569,27.3904425,34.2784552,8292.5,-524,2485.8,0.017009835
EXELON CORP,38.71,38.71,38.71,38.71,38449542253,19084,11.37078181,Electric,Utilities,0.585,44.36,35.71,1.44,64.97808086,EXC,8.567090226,26525.25,0.805438459,22.85968075,39.82,88,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,5.35,19063,18.69285949,20.17952483,18.75884833,23.09557636,95349,39383,70605,1.123420396
EXPEDITORS INTL,117.53,117.53,117.53,117.53,17087612774,17071.284,7.95135855,Transportation,Industrial,1.199,#N/A N/A,#N/A N/A,1.38,15.7506378,EXPD,27.24197751,2354.5,#N/A N/A,16.55970882,15.9,67,50.43758173,35.97100574,87.47742324,27.72067715,AAA,4.56,20302,25.95594279,21.21755893,22.28400387,27.13269761,5590.434,-1515.666,2476.899,0.030400853
EXPEDIA GROUP IN,136.58,136.58,136.58,136.58,18959726080,11667,3.017056656,Internet,Communications,1.682,138,82.39,#N/A Field Not Applicable,0,EXPE,42.7302715,2273.5,1.413191915,27.58012875,59.88,53,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,B,4.86,16500,65.96411242,50.19380538,45.01183734,46.56228302,21561,2485,17833,0.344836206
EXTRA SPACE STOR,126.41,126.41,126.41,126.41,26707629479,1924.17,44.73035127,REITS,Financial,1.276,170.3,101.23,6.48,93.56596118,EXR,8.897433124,14425.5,1.037235022,15.1986598,11.91,88,52.98259732,45.30353368,84.97892836,28.53688029,BB,4.74,4781,48.93879747,37.36636489,32.86362478,32.74370472,12167.458,7467.629,8089.184,0.41915064
FORD MOTOR CO,10.255,10.255,10.255,10.255,41010268207,158057,-1.253345312,Auto Manufacturers,"Consumer, Cyclical",0.145,15.42,9.64,0.6,#N/A N/A,F,14.26587026,44393.333,1.351332664,23.23005625,41.6,63,72.39714314,76.92540018,93.04635762,47.12817412,BB,5.75,173000,51.25389222,38.8626321,34.92540423,40.47026808,255884,-12254,212717,3.524531936
DIAMONDBACK ENER,154.06,154.06,154.06,154.06,27549357501,8793,49.88058683,Oil&Gas,Energy,5.608,171.39,119.19,13.48,45.52339466,FANG,21.17982937,17310.786,0.993495584,38.29486985,90.09,73,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,4.72,972,21.34173376,25.54381524,29.14539437,36.9066821,26209,6091,10519,0.226139575
FASTENAL CO,60.84,60.84,60.84,60.84,34747634564,6980.6,15.57029482,Distribution/Wholesale,"Consumer, Cyclical",0.45,61.24,45.7,1.4,65.44300304,FAST,34.22553487,3534,0.951836169,24.66801625,47.97,58,46.79609697,32.46753247,84.97892836,22.79322854,A,#N/A Field Not Applicable,19854,16.25273915,22.06813658,19.85771195,25.34615631,4548.6,572,1385.4,0.015508969
FREEPORT-MCMORAN,36.765,36.765,36.765,36.765,52705833603,22780,15.2238806,Mining,Basic Materials,0.319,46.73,32.825,0.6,24.93079585,FCX,13.70133384,16542.857,1.242936254,31.61366452,74.83,97,74.04687657,79.06976744,97.50150512,45.46553809,BBB,7.23,25600,32.83568419,31.03234238,34.21213981,44.75617101,51093,2806,26222,0.178443245
FACTSET RESEARCH,456.8,456.8,456.8,456.8,17357305431,2085.508,22.44887097,Media,Communications,4.118,473.81,379.01,3.92,30.50496291,FDS,31.72615268,1692.143,0.969470084,18.37274313,22.03,89,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,4.86,12237,16.58299548,16.14651571,21.03108603,25.26078018,3962.922,1382.267,2342.992,0.106002686
FEDEX CORP,256.08,256.08,256.08,256.08,64328435569,90155,4.40574566,Transportation,Industrial,4.15,270.95,162.66,5.04,29.41591138,FDX,16.15899679,26932.667,0.982895017,19.68413656,27.23,74,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,4.38,328000,27.93992182,24.79718548,24.64735701,35.11311317,87143,31476,61055,0.594076316
FIRSTENERGY CORP,37.53,37.53,37.53,37.53,21495103270,12459,3.258688498,Electric,Utilities,0.609,43.27,32.255,1.64,219.3990148,FE,4.932228916,11062.4,0.68132776,25.55509375,51.73,69,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BBB,5.18,12335,21.2534464,22.25691633,20.87284765,22.68681749,46108,21743,35465,1.137654455
F5 INC,167.74,167.74,167.74,167.74,10015287573,2813.169,14.03925608,Internet,Communications,3.036,168.53,127.05,#N/A Field Not Applicable,0,FFIV,14.9907861,2870.375,1.012308478,17.1549525,17.8,66,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,2.73,6459,23.14205255,20.59214694,21.19663426,27.39484526,5248.333,-527.405,2448.101,0.02805571
FISERV INC,125.69,125.69,125.69,125.69,75365320358,17737,14.26396798,Software,Technology,2.151,130.74,97.38,#N/A Field Not Applicable,0,FI,9.950082639,30716.5,0.947477877,18.79717375,23.67,84,46.15229856,22.13832679,84.97892836,31.19709794,A,3.53,41000,23.093489,19.73644105,21.18706287,25.29136396,83869,21268,52181,0.309240376
FAIR ISAAC CORP,1075.37,1075.37,1075.37,1075.37,26576217791,1513.557,28.36860455,Software,Technology,5.054,1075.37,571.29,#N/A Field Not Applicable,0,FICO,#N/A N/A,-696.333,1.14972055,20.30108,29.41,48,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,1.97,3455,36.57349802,30.52803988,27.01718501,38.13408546,1575.281,1732.105,2263.271,0.07156387
FIDELITY NATIONA,54.265,54.265,54.265,54.265,32112611174,14528,-115.0881057,Software,Technology,1.424,79.28,46.92,2.08,#N/A N/A,FIS,-74.90162796,19580.9,1.15617907,17.40355,18.53,88,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,4.45,69000,31.87673069,26.96910731,34.7264534,45.39153685,63278,18363,35872,0.58095556
FIFTH THIRD BANC,27.12,27.12,27.12,27.12,18462360460,9353,29.20597015,Banks,Financial,0.89,38.05,22.11,1.4,37.63948498,FITB,16.65519141,15231.462,1.106802583,16.83841406,16.77,88,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,3.05,19319,44.20543004,36.26499215,41.42488066,38.03419478,207452,7514,190125,1.176068469
FLEETCOR TECHNOL,233.34,233.34,233.34,233.34,16848110994,3427.129,27.84625265,Commercial Services,"Consumer, Non-cyclical",4.435,278.3,175.09,#N/A N/A,0,FLT,35.99173215,3372.833,1.098199606,17.9492825,20.38,49,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BB,2.67,9900,26.68488433,23.38984336,28.14670552,30.11253624,14089.26,5711.063,11547.767,0.414468661
FMC CORP,53.1,53.1,53.1,53.1,6623449311,5802.3,12.69324233,Chemicals,Basic Materials,1.093,134.38,49.53,2.32,32.80556555,FMC,15.32311586,3368.8,0.790116012,26.10094612,54.06,94,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,7.18,6600,69.0877845,52.92051665,38.93101639,33.40580095,11171.3,2852.6,7770.4,0.643667642
FOX CORP - B,28.33,28.33,28.33,28.33,14167810578,14913,8.308187487,Media,Communications,0.07,34.415,26.28,0.52,21.34786118,FOX,9.504679297,10347.5,0.746961474,13.16144453,7.08,66,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,2.66,10400,23.34780489,25.7079558,23.01383945,26.9102538,21866,3935,11208,#N/A Field Not Applicable
FOX CORP - A,30.335,30.335,30.335,30.335,14167505124,14913,8.308187487,Media,Communications,0.07,37.26,28.69,0.52,21.34786118,FOXA,9.504679297,10347.5,0.728568316,13.16144453,7.08,66,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,2.66,10400,24.18295002,27.23259537,23.67232405,27.86593577,21866,3935,11208,0.578012849
FED REALTY INVS,91.95,91.95,91.95,91.95,7499076725,1074.378,35.88038847,REITS,Financial,0.663,115.06,85.28,4.36,84.85787785,FRT,10.27059135,2833.556,0.980654836,14.675,10.54,91,62.17684338,57.65629719,93.73871162,35.00604595,N.S.,5.57,314,28.43597997,25.83521407,25.12943742,26.27856545,8233.991,4389.238,5021.606,0.612708893
FIRST SOLAR INC,159.55,159.55,159.55,159.55,17060883772,2619.319,-1.686163465,Energy-Alternate Sources,Energy,3.269,231.99,129.51,#N/A N/A,#N/A N/A,FSLR,7.814709655,6643.267,1.023954034,18.4471775,22.28,81,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,6.11,5500,55.23916072,48.2509642,51.06241966,52.61491474,8251.228,-2343.85,2415.173,0.03184583
FORTINET INC,53.11,53.11,53.11,53.11,40775999919,4417.4,19.40734369,Computers,Technology,0.433,81.23,44.15,#N/A Field Not Applicable,0,FTNT,#N/A N/A,374.08,1.264779091,18.8988675,24.05,98,48.17422794,30.02114165,90.54786273,23.79081016,BBB,2.96,12595,46.11452943,36.14308377,46.37946212,47.94625258,6228,-1124.9,6509.6,0.024323131
FORTIVE CORP,67.71,67.71,67.71,67.71,23788538286,5825.7,12.96324905,Electronics,Industrial,0.941,79.88,62.71,0.32,13.1753178,FTV,8.50394995,10258.571,1.037757397,34.76428594,83.22,69,53.48556483,46.69284204,91.24021674,22.37001209,AA,4.54,18000,31.36628604,25.34909868,23.75094603,25.26840572,15890.6,2711.5,6202,0.121781337
GENERAL DYNAMICS,246.54,246.54,246.54,246.54,67290907739,39407,8.602532545,Aerospace/Defense,Industrial,4.197,256.86,202.64,5.28,41.03244838,GD,17.5600936,19926,0.757097661,35.19494631,84.26,62,50.06538578,29.20567804,87.47742324,33.37363966,A,4.24,106500,17.64668636,23.84351449,18.67037447,20.46402257,51585,11096,33017,0.163424753
GENERAL ELECTRIC,119.5,119.5,119.5,119.5,1.30106E+11,76555,0.293906342,Miscellaneous Manufactur,Industrial,0.903,120.72,59.8522,0.32,60.46896552,GE,32.32780124,30471.667,1.050580263,40.55348891,92.43,72,62.39814908,45.30353368,87.47742324,54.32285369,BBB,6.07,172000,30.46344477,25.7169284,23.83374191,28.01569233,187788,-11307,150206,0.175157627
GE HEALTHCARE TE,73.44,73.44,73.44,73.44,33414834292,18341,10.44654054,Healthcare-Products,"Consumer, Non-cyclical",1.06,87.8,53,0.12,#N/A N/A,GEHC,14.33097124,#N/A N/A,#N/A N/A,30.948975,72.75,#N/A N/A,48.2647621,31.86348535,80.19265503,32.61789601,N.S.,#N/A Field Not Applicable,50000,27.76603261,27.31754107,27.72174502,31.36062038,27539,7057,17947,0.307049256
GEN DIGITAL INC,21.24,21.24,21.24,21.24,13608792335,3338,40.41342121,Internet,Communications,0.497,23.92,15.45,0.5,22.75759822,GEN,68.9688716,1802,0.849680901,17.07155125,17.52,97,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,4.86,3700,36.24917735,31.17415632,32.32957791,32.1833932,15947,9069,13747,0.702340058
GILEAD SCIENCES,75.52,75.52,75.52,75.52,94001400559,27281,16.83222756,Biotechnology,"Consumer, Non-cyclical",1.793,89.61,72.87,3,81.11933798,GILD,27.07622822,23459.333,0.689682662,22.96508813,40.31,99,63.61533045,49.77348233,91.24021674,49.72793229,AAA,5.67,17000,24.56352798,21.13164982,20.02786124,23.74929801,63171,18178,41962,0.265761998
GENERAL MILLS IN,64.76,64.76,64.76,64.76,37597140532,20094.2,12.90870002,Food,"Consumer, Non-cyclical",1.166,90.86,60.33,2.36,49.53035969,GIS,23.49068013,10847.75,0.426892072,21.12622938,32.75,96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AAA,6.36,34000,15.16478224,16.78001327,16.8502686,19.82015078,31451.7,11479.3,20751.7,0.326684419
GLOBE LIFE INC,120.17,120.17,120.17,120.17,11306484236,5214.906,14.18441675,Insurance,Financial,2.73,123.82,102.23,0.9,10.94437775,GL,20.20123256,#N/A N/A,0.673312604,21.38671563,33.84,75,42.46051705,18.3026276,84.97892836,23.94195889,B,2,3543,18.74414995,16.56743951,19.80497649,20.88734568,25537.159,1984.496,20641.298,0.198657686
CORNING INC,28.16,28.16,28.16,28.16,23999809346,14189,9.274790331,Telecommunications,Communications,0.394,37.09,25.26,1.12,69.18237082,GLW,5.151008189,11382.5,0.973195195,16.47849563,15.64,84,58.90755457,56.23678647,93.73871162,26.60217654,BBB,2.63,57500,20.70670551,19.20787714,22.24019942,25.64791421,29499,6146,17224,0.352377799
GENERAL MOTORS C,28.04,28.04,28.04,28.04,38386558204,156735,6.338086579,Auto Manufacturers,"Consumer, Cyclical",0.948,43.625,26.31,0.36,1.458777342,GM,14.2117014,77618.833,1.330932856,28.45666563,63.56,93,75.96821245,77.01600725,100,50.7859734,BBB,5.9,167000,37.4341834,31.70870311,31.28652776,36.7138967,264037,-6545,191752,3.096708993
GENERAC HOLDINGS,112.14,112.14,112.14,112.14,6892008624,4564.737,8.751917142,Electrical Compo&Equip,Industrial,2.051,156.94,79.87,#N/A Field Not Applicable,0,GNRC,8.380890468,2491,1.602671266,23.71882938,43.53,53,45.26707575,22.50075506,84.97892836,28.17412334,A,5.33,9160,56.82405922,46.82729866,59.54461915,65.30396215,5169.462,1401.962,2799.736,0.228790195
ALPHABET INC-C,140.03,140.03,140.03,140.03,1.74176E+12,282836,21.20380715,Internet,Communications,1.722,142.38,85.58,#N/A Field Not Applicable,0,GOOG,25.33350543,288732.813,1.138625264,24.051895,45.3,97,55.89980887,54.5756569,91.24021674,21.73518742,BBB,4.3,190234,36.52449522,29.70708316,28.84073049,35.33512751,365264,-83785,109120,#N/A Field Not Applicable
ALPHABET INC-A,138.4,138.4,138.4,138.4,1.74176E+12,282836,21.20380715,Internet,Communications,1.722,141.22,84.87,#N/A Field Not Applicable,0,GOOGL,25.33350543,288732.813,1.143547535,24.051895,45.3,97,55.89980887,54.5756569,91.24021674,21.73518742,BBB,4.3,190234,36.21741826,29.49841246,28.64908213,34.99031279,365264,-83785,109120,0.016905917
GENUINE PARTS CO,137.38,137.38,137.38,137.38,19250399403,22095.973,5.352563564,Retail,"Consumer, Cyclical",2.196,187.69,126.35,3.8,42.80304151,GPC,31.8862441,4335,0.873519182,13.65694625,8.1,61,41.85695604,19.96375717,86.78506924,18.65175333,A,#N/A Field Not Applicable,58000,43.43886519,33.33519148,27.1454324,24.82828861,16495.379,3798.092,12690.932,0.220095953
